#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-293EFB575B970D3-2F5FE9434E18A6E
#datatype	hitsStandard Results
#status	0
#Start time	2018-02-21T16:46:53	Run time	0:00:07:10
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1197 - >lcl|AP007255.1_prot_BAE50001.1_1197 [locus_tag=amb1197] [protein=Site-specific recombinase] [protein_id=BAE50001.1] [location=complement(1270845..1272419)] [gbkey=CDS]	superfamily	322093	21	259	1.13942e-24	101.806	cl02788	Ser_Recombinase superfamily	 - 	 - 
Q#1201 - >lcl|AP007255.1_prot_BAE50005.1_1201 [locus_tag=amb1201] [protein=Site-specific recombinase] [protein_id=BAE50005.1] [location=1273634..1274977] [gbkey=CDS]	specific	224872	12	247	4.40943e-41	145.718	COG1961	PinE	 - 	cl02788
Q#1201 - >lcl|AP007255.1_prot_BAE50005.1_1201 [locus_tag=amb1201] [protein=Site-specific recombinase] [protein_id=BAE50005.1] [location=1273634..1274977] [gbkey=CDS]	superfamily	322093	12	247	4.40943e-41	145.718	cl02788	Ser_Recombinase superfamily	 - 	 - 
Q#1203 - >lcl|AP007255.1_prot_BAE50007.1_1203 [locus_tag=amb1203] [protein=Tetrahydromethanopterin S-methyltransferase] [protein_id=BAE50007.1] [location=complement(1275434..1276561)] [gbkey=CDS]	non-specific	226549	106	255	8.28101e-33	122.593	COG4063	MtrA	C	cl27182
Q#1203 - >lcl|AP007255.1_prot_BAE50007.1_1203 [locus_tag=amb1203] [protein=Tetrahydromethanopterin S-methyltransferase] [protein_id=BAE50007.1] [location=complement(1275434..1276561)] [gbkey=CDS]	superfamily	332003	106	255	8.28101e-33	122.593	cl27182	MtrA superfamily	C	 - 
Q#1203 - >lcl|AP007255.1_prot_BAE50007.1_1203 [locus_tag=amb1203] [protein=Tetrahydromethanopterin S-methyltransferase] [protein_id=BAE50007.1] [location=complement(1275434..1276561)] [gbkey=CDS]	non-specific	223371	292	374	5.41742e-06	47.3077	COG0294	FolP	N	cl26044
Q#1203 - >lcl|AP007255.1_prot_BAE50007.1_1203 [locus_tag=amb1203] [protein=Tetrahydromethanopterin S-methyltransferase] [protein_id=BAE50007.1] [location=complement(1275434..1276561)] [gbkey=CDS]	superfamily	223371	292	374	5.41742e-06	47.3077	cl26044	FolP superfamily	N	 - 
Q#1204 - >lcl|AP007255.1_prot_BAE50008.1_1204 [locus_tag=amb1204] [protein=Permease of the major facilitator superfamily] [protein_id=BAE50008.1] [location=complement(1276617..1277828)] [gbkey=CDS]	specific	225371	19	398	4.91594e-09	57.2384	COG2814	AraJ	 - 	cl26865
Q#1204 - >lcl|AP007255.1_prot_BAE50008.1_1204 [locus_tag=amb1204] [protein=Permease of the major facilitator superfamily] [protein_id=BAE50008.1] [location=complement(1276617..1277828)] [gbkey=CDS]	superfamily	331686	19	398	4.91594e-09	57.2384	cl26865	MFS_1 superfamily	 - 	 - 
Q#1205 - >lcl|AP007255.1_prot_BAE50009.1_1205 [locus_tag=amb1205] [protein=Co/Zn/Cd efflux system component] [protein_id=BAE50009.1] [location=complement(1277837..1278463)] [gbkey=CDS]	specific	224151	1	207	5.92243e-34	122.421	COG1230	CzcD	C	cl25570
Q#1205 - >lcl|AP007255.1_prot_BAE50009.1_1205 [locus_tag=amb1205] [protein=Co/Zn/Cd efflux system component] [protein_id=BAE50009.1] [location=complement(1277837..1278463)] [gbkey=CDS]	superfamily	330391	1	207	5.92243e-34	122.421	cl25570	Cation_efflux superfamily	C	 - 
Q#1206 - >lcl|AP007255.1_prot_BAE50010.1_1206 [locus_tag=amb1206] [protein=Transcriptional regulatory protein mucR] [protein_id=BAE50010.1] [location=complement(1278623..1279084)] [gbkey=CDS]	non-specific	227293	1	127	2.10911e-55	170.626	COG4957	COG4957	 - 	cl19880
Q#1206 - >lcl|AP007255.1_prot_BAE50010.1_1206 [locus_tag=amb1206] [protein=Transcriptional regulatory protein mucR] [protein_id=BAE50010.1] [location=complement(1278623..1279084)] [gbkey=CDS]	superfamily	327679	1	127	2.10911e-55	170.626	cl19880	ROS_MUCR superfamily	 - 	 - 
Q#1208 - >lcl|AP007255.1_prot_BAE50012.1_1208 [locus_tag=amb1208] [protein=Zn-dependent hydrolase] [protein_id=BAE50012.1] [location=complement(1280850..1281524)] [gbkey=CDS]	specific	223565	28	218	1.49858e-36	128.375	COG0491	GloB	 - 	cl25711
Q#1208 - >lcl|AP007255.1_prot_BAE50012.1_1208 [locus_tag=amb1208] [protein=Zn-dependent hydrolase] [protein_id=BAE50012.1] [location=complement(1280850..1281524)] [gbkey=CDS]	superfamily	330532	28	218	1.49858e-36	128.375	cl25711	HAGH_C superfamily	 - 	 - 
Q#1209 - >lcl|AP007255.1_prot_BAE50013.1_1209 [locus_tag=amb1209] [protein=Predicted Rossmann fold nucleotide-binding protein] [protein_id=BAE50013.1] [location=1281606..1282550] [gbkey=CDS]	specific	224527	87	314	2.32559e-51	168.256	COG1611	YgdH	 - 	cl22881
Q#1209 - >lcl|AP007255.1_prot_BAE50013.1_1209 [locus_tag=amb1209] [protein=Predicted Rossmann fold nucleotide-binding protein] [protein_id=BAE50013.1] [location=1281606..1282550] [gbkey=CDS]	superfamily	328938	87	314	2.32559e-51	168.256	cl22881	DNA_processg_A superfamily	 - 	 - 
Q#1210 - >lcl|AP007255.1_prot_BAE50014.1_1210 [locus_tag=amb1210] [protein=Predicted membrane protein] [protein_id=BAE50014.1] [location=complement(1282685..1283779)] [gbkey=CDS]	non-specific	224208	205	335	1.92172e-06	49.336	COG1289	YccC	NC	cl26307
Q#1210 - >lcl|AP007255.1_prot_BAE50014.1_1210 [locus_tag=amb1210] [protein=Predicted membrane protein] [protein_id=BAE50014.1] [location=complement(1282685..1283779)] [gbkey=CDS]	superfamily	331128	205	335	1.92172e-06	49.336	cl26307	FUSC-like superfamily	NC	 - 
Q#1211 - >lcl|AP007255.1_prot_BAE50015.1_1211 [locus_tag=amb1211] [protein=Response regulator] [protein_id=BAE50015.1] [location=complement(1283782..1285068)] [gbkey=CDS]	specific	225116	230	411	8.4922e-61	200.793	COG2206	HDGYP	N	cl26425
Q#1211 - >lcl|AP007255.1_prot_BAE50015.1_1211 [locus_tag=amb1211] [protein=Response regulator] [protein_id=BAE50015.1] [location=complement(1283782..1285068)] [gbkey=CDS]	superfamily	331246	230	411	8.4922e-61	200.793	cl26425	DUF3391 superfamily	N	 - 
Q#1213 - >lcl|AP007255.1_prot_BAE50017.1_1213 [locus_tag=amb1213] [protein=Permease of the major facilitator superfamily] [protein_id=BAE50017.1] [location=1285809..1287011] [gbkey=CDS]	non-specific	225180	31	185	5.98991e-05	44.5685	COG2271	UhpC	C	cl27298
Q#1213 - >lcl|AP007255.1_prot_BAE50017.1_1213 [locus_tag=amb1213] [protein=Permease of the major facilitator superfamily] [protein_id=BAE50017.1] [location=1285809..1287011] [gbkey=CDS]	superfamily	332119	31	185	5.98991e-05	44.5685	cl27298	UhpC superfamily	C	 - 
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	specific	225110	614	875	1.66234e-106	328.865	COG2200	EAL	 - 	cl27669
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	superfamily	332490	614	875	1.66234e-106	328.865	cl27669	EAL superfamily	 - 	 - 
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	specific	225109	423	603	6.86537e-67	220.4	COG2199	GGDEF	 - 	cl11967
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	superfamily	325147	423	603	6.86537e-67	220.4	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	specific	223591	172	287	3.70235e-15	72.1189	COG0517	CBS	 - 	cl15354
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	superfamily	326561	172	287	3.70235e-15	72.1189	cl15354	CBS_pair superfamily	 - 	 - 
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	specific	225112	253	435	1.50924e-13	71.0336	COG2202	PAS	 - 	cl25988
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	superfamily	330809	253	435	1.50924e-13	71.0336	cl25988	PAS superfamily	 - 	 - 
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	specific	223591	43	158	1.39083e-10	59.0221	COG0517	CBS	 - 	cl15354
Q#1214 - >lcl|AP007255.1_prot_BAE50018.1_1214 [locus_tag=amb1214] [protein=Predicted signal transduction protein] [protein_id=BAE50018.1] [location=complement(1287022..1289664)] [gbkey=CDS]	superfamily	326561	43	158	1.39083e-10	59.0221	cl15354	CBS_pair superfamily	 - 	 - 
Q#1215 - >lcl|AP007255.1_prot_BAE50019.1_1215 [locus_tag=amb1215] [protein=CheY-like receiver] [protein_id=BAE50019.1] [location=1289739..1290530] [gbkey=CDS]	non-specific	226229	138	234	1.51532e-12	66.5769	COG3706	PleD	NC	cl26036
Q#1215 - >lcl|AP007255.1_prot_BAE50019.1_1215 [locus_tag=amb1215] [protein=CheY-like receiver] [protein_id=BAE50019.1] [location=1289739..1290530] [gbkey=CDS]	superfamily	330857	138	234	1.51532e-12	66.5769	cl26036	YesN superfamily	NC	 - 
Q#1216 - >lcl|AP007255.1_prot_BAE50020.1_1216 [locus_tag=amb1216] [protein=Putative carboxymethylenebutenolidase] [protein_id=BAE50020.1] [location=complement(1290532..1291428)] [gbkey=CDS]	non-specific	223489	57	298	8.5172e-32	117.867	COG0412	DLH	 - 	cl21494
Q#1216 - >lcl|AP007255.1_prot_BAE50020.1_1216 [locus_tag=amb1216] [protein=Putative carboxymethylenebutenolidase] [protein_id=BAE50020.1] [location=complement(1290532..1291428)] [gbkey=CDS]	superfamily	328752	57	298	8.5172e-32	117.867	cl21494	Abhydrolase superfamily	 - 	 - 
Q#1217 - >lcl|AP007255.1_prot_BAE50021.1_1217 [locus_tag=amb1217] [protein=Methyl-accepting chemotaxis protein] [protein_id=BAE50021.1] [location=complement(1291430..1293127)] [gbkey=CDS]	specific	223910	176	555	2.53576e-37	142.822	COG0840	Tar	 - 	cl28165
Q#1217 - >lcl|AP007255.1_prot_BAE50021.1_1217 [locus_tag=amb1217] [protein=Methyl-accepting chemotaxis protein] [protein_id=BAE50021.1] [location=complement(1291430..1293127)] [gbkey=CDS]	superfamily	332985	176	555	2.53576e-37	142.822	cl28165	MCPsignal superfamily	 - 	 - 
Q#1217 - >lcl|AP007255.1_prot_BAE50021.1_1217 [locus_tag=amb1217] [protein=Methyl-accepting chemotaxis protein] [protein_id=BAE50021.1] [location=complement(1291430..1293127)] [gbkey=CDS]	non-specific	226930	7	225	1.52563e-26	112.612	COG4564	COG4564	C	cl26854
Q#1217 - >lcl|AP007255.1_prot_BAE50021.1_1217 [locus_tag=amb1217] [protein=Methyl-accepting chemotaxis protein] [protein_id=BAE50021.1] [location=complement(1291430..1293127)] [gbkey=CDS]	superfamily	331675	7	225	1.52563e-26	112.612	cl26854	HisKA_3 superfamily	C	 - 
Q#1218 - >lcl|AP007255.1_prot_BAE50022.1_1218 [locus_tag=amb1218] [protein=Acyl dehydratase] [protein_id=BAE50022.1] [location=complement(1293220..1293690)] [gbkey=CDS]	specific	224941	1	155	7.95584e-30	106.008	COG2030	MaoC	 - 	cl00509
Q#1218 - >lcl|AP007255.1_prot_BAE50022.1_1218 [locus_tag=amb1218] [protein=Acyl dehydratase] [protein_id=BAE50022.1] [location=complement(1293220..1293690)] [gbkey=CDS]	superfamily	321012	1	155	7.95584e-30	106.008	cl00509	hot_dog superfamily	 - 	 - 
Q#1219 - >lcl|AP007255.1_prot_BAE50023.1_1219 [locus_tag=amb1219] [protein=3-deoxy-D-arabino-heptulosonate 7-phosphate synthase] [protein_id=BAE50023.1] [location=complement(1293847..1295235)] [gbkey=CDS]	specific	225741	1	447	0	803.192	COG3200	AroG2	 - 	cl03230
Q#1219 - >lcl|AP007255.1_prot_BAE50023.1_1219 [locus_tag=amb1219] [protein=3-deoxy-D-arabino-heptulosonate 7-phosphate synthase] [protein_id=BAE50023.1] [location=complement(1293847..1295235)] [gbkey=CDS]	superfamily	322238	1	447	0	803.192	cl03230	DAHP_synth_2 superfamily	 - 	 - 
Q#1221 - >lcl|AP007255.1_prot_BAE50025.1_1221 [locus_tag=amb1221] [protein=cAMP-binding protein - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinase] [protein_id=BAE50025.1] [location=complement(1296004..1296672)] [gbkey=CDS]	specific	223736	5	207	7.47223e-25	96.8243	COG0664	Crp	 - 	cl28240
Q#1221 - >lcl|AP007255.1_prot_BAE50025.1_1221 [locus_tag=amb1221] [protein=cAMP-binding protein - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinase] [protein_id=BAE50025.1] [location=complement(1296004..1296672)] [gbkey=CDS]	superfamily	333060	5	207	7.47223e-25	96.8243	cl28240	Crp superfamily	 - 	 - 
Q#1222 - >lcl|AP007255.1_prot_BAE50026.1_1222 [locus_tag=amb1222] [protein=Cytochrome c peroxidase] [protein_id=BAE50026.1] [location=complement(1296669..1298021)] [gbkey=CDS]	non-specific	224771	114	399	1.87614e-94	288.931	COG1858	MauG	 - 	cl26965
Q#1222 - >lcl|AP007255.1_prot_BAE50026.1_1222 [locus_tag=amb1222] [protein=Cytochrome c peroxidase] [protein_id=BAE50026.1] [location=complement(1296669..1298021)] [gbkey=CDS]	superfamily	331786	114	399	1.87614e-94	288.931	cl26965	CCP_MauG superfamily	 - 	 - 
Q#1224 - >lcl|AP007255.1_prot_BAE50028.1_1224 [locus_tag=amb1224] [protein=Signal transduction histidine kinase] [protein_id=BAE50028.1] [location=1298590..1300239] [gbkey=CDS]	non-specific	226702	310	547	1.96058e-64	223.851	COG4251	COG4251	N	cl27674
Q#1224 - >lcl|AP007255.1_prot_BAE50028.1_1224 [locus_tag=amb1224] [protein=Signal transduction histidine kinase] [protein_id=BAE50028.1] [location=1298590..1300239] [gbkey=CDS]	superfamily	332495	310	547	1.96058e-64	223.851	cl27674	BaeS superfamily	N	 - 
Q#1225 - >lcl|AP007255.1_prot_BAE50029.1_1225 [locus_tag=amb1225] [protein=TRAP-type C4-dicarboxylate transport system] [protein_id=BAE50029.1] [location=complement(1300246..1301283)] [gbkey=CDS]	non-specific	224553	52	258	1.80947e-61	199.412	COG1638	DctP	C	cl25412
Q#1225 - >lcl|AP007255.1_prot_BAE50029.1_1225 [locus_tag=amb1225] [protein=TRAP-type C4-dicarboxylate transport system] [protein_id=BAE50029.1] [location=complement(1300246..1301283)] [gbkey=CDS]	superfamily	330233	52	258	1.80947e-61	199.412	cl25412	PBP2_LTTR_substrate superfamily	C	 - 
Q#1226 - >lcl|AP007255.1_prot_BAE50030.1_1226 [locus_tag=amb1226] [protein=Adenylate cyclase 1] [protein_id=BAE50030.1] [location=complement(1301287..1303428)] [gbkey=CDS]	specific	225025	406	635	6.44724e-31	120.723	COG2114	AcyC	 - 	cl27308
Q#1226 - >lcl|AP007255.1_prot_BAE50030.1_1226 [locus_tag=amb1226] [protein=Adenylate cyclase 1] [protein_id=BAE50030.1] [location=complement(1301287..1303428)] [gbkey=CDS]	superfamily	332129	406	635	6.44724e-31	120.723	cl27308	CYCc superfamily	 - 	 - 
Q#1227 - >lcl|AP007255.1_prot_BAE50031.1_1227 [locus_tag=amb1227] [protein=Nitroreductase] [protein_id=BAE50031.1] [location=complement(1303514..1304260)] [gbkey=CDS]	specific	223849	18	223	2.07703e-35	125.054	COG0778	NfnB	 - 	cl00514
Q#1227 - >lcl|AP007255.1_prot_BAE50031.1_1227 [locus_tag=amb1227] [protein=Nitroreductase] [protein_id=BAE50031.1] [location=complement(1303514..1304260)] [gbkey=CDS]	superfamily	321015	18	223	2.07703e-35	125.054	cl00514	Nitro_FMN_reductase superfamily	 - 	 - 
Q#1228 - >lcl|AP007255.1_prot_BAE50032.1_1228 [locus_tag=amb1228] [protein=Uncharacterized protein] [protein_id=BAE50032.1] [location=1304521..1304883] [gbkey=CDS]	non-specific	226226	1	108	5.0459e-24	90.4908	COG3703	ChaC	N	cl26085
Q#1228 - >lcl|AP007255.1_prot_BAE50032.1_1228 [locus_tag=amb1228] [protein=Uncharacterized protein] [protein_id=BAE50032.1] [location=1304521..1304883] [gbkey=CDS]	superfamily	226226	1	108	5.0459e-24	90.4908	cl26085	ChaC superfamily	N	 - 
Q#1233 - >lcl|AP007255.1_prot_BAE50037.1_1233 [locus_tag=amb1233] [protein=Glutamine-dependent NAD(+) synthetase] [protein_id=BAE50037.1] [location=1309030..1310685] [gbkey=CDS]	specific	223249	262	540	1.83037e-75	239.852	COG0171	NadE	 - 	cl00292
Q#1233 - >lcl|AP007255.1_prot_BAE50037.1_1233 [locus_tag=amb1233] [protein=Glutamine-dependent NAD(+) synthetase] [protein_id=BAE50037.1] [location=1309030..1310685] [gbkey=CDS]	superfamily	320882	262	540	1.83037e-75	239.852	cl00292	AANH_like superfamily	 - 	 - 
Q#1233 - >lcl|AP007255.1_prot_BAE50037.1_1233 [locus_tag=amb1233] [protein=Glutamine-dependent NAD(+) synthetase] [protein_id=BAE50037.1] [location=1309030..1310685] [gbkey=CDS]	specific	223465	4	240	1.1807e-48	169.586	COG0388	YafV	 - 	cl11424
Q#1233 - >lcl|AP007255.1_prot_BAE50037.1_1233 [locus_tag=amb1233] [protein=Glutamine-dependent NAD(+) synthetase] [protein_id=BAE50037.1] [location=1309030..1310685] [gbkey=CDS]	superfamily	325025	4	240	1.1807e-48	169.586	cl11424	nitrilase superfamily	 - 	 - 
Q#1234 - >lcl|AP007255.1_prot_BAE50038.1_1234 [locus_tag=amb1234] [protein=Co/Zn/Cd efflux system component] [protein_id=BAE50038.1] [location=1310699..1311643] [gbkey=CDS]	specific	224151	13	305	4.90951e-72	224.499	COG1230	CzcD	 - 	cl25570
Q#1234 - >lcl|AP007255.1_prot_BAE50038.1_1234 [locus_tag=amb1234] [protein=Co/Zn/Cd efflux system component] [protein_id=BAE50038.1] [location=1310699..1311643] [gbkey=CDS]	superfamily	330391	13	305	4.90951e-72	224.499	cl25570	Cation_efflux superfamily	 - 	 - 
Q#1235 - >lcl|AP007255.1_prot_BAE50039.1_1235 [locus_tag=amb1235] [protein=Glutamyl-tRNA synthetase] [protein_id=BAE50039.1] [location=1311714..1313048] [gbkey=CDS]	specific	223087	1	439	5.19885e-130	383.594	COG0008	GlnS	 - 	cl27212
Q#1235 - >lcl|AP007255.1_prot_BAE50039.1_1235 [locus_tag=amb1235] [protein=Glutamyl-tRNA synthetase] [protein_id=BAE50039.1] [location=1311714..1313048] [gbkey=CDS]	superfamily	332033	1	439	5.19885e-130	383.594	cl27212	GlnS superfamily	 - 	 - 
Q#1236 - >lcl|AP007255.1_prot_BAE50040.1_1236 [locus_tag=amb1236] [protein=Cysteinyl-tRNA synthetase] [protein_id=BAE50040.1] [location=1313062..1314441] [gbkey=CDS]	specific	223293	5	459	0	700.136	COG0215	CysS	 - 	cl27478
Q#1236 - >lcl|AP007255.1_prot_BAE50040.1_1236 [locus_tag=amb1236] [protein=Cysteinyl-tRNA synthetase] [protein_id=BAE50040.1] [location=1313062..1314441] [gbkey=CDS]	superfamily	332299	5	459	0	700.136	cl27478	tRNA-synt_1e superfamily	 - 	 - 
Q#1238 - >lcl|AP007255.1_prot_BAE50042.1_1238 [locus_tag=amb1238] [protein=Hypothetical protein yfiQ] [protein_id=BAE50042.1] [location=complement(1315982..1318717)] [gbkey=CDS]	specific	223972	30	651	2.65746e-141	432.937	COG1042	ACCS	 - 	cl26126
Q#1238 - >lcl|AP007255.1_prot_BAE50042.1_1238 [locus_tag=amb1238] [protein=Hypothetical protein yfiQ] [protein_id=BAE50042.1] [location=complement(1315982..1318717)] [gbkey=CDS]	superfamily	330947	30	651	2.65746e-141	432.937	cl26126	Ligase_CoA superfamily	 - 	 - 
Q#1238 - >lcl|AP007255.1_prot_BAE50042.1_1238 [locus_tag=amb1238] [protein=Hypothetical protein yfiQ] [protein_id=BAE50042.1] [location=complement(1315982..1318717)] [gbkey=CDS]	specific	224584	754	894	7.23133e-07	50.3318	COG1670	RimL	 - 	cl26094
Q#1238 - >lcl|AP007255.1_prot_BAE50042.1_1238 [locus_tag=amb1238] [protein=Hypothetical protein yfiQ] [protein_id=BAE50042.1] [location=complement(1315982..1318717)] [gbkey=CDS]	superfamily	330915	754	894	7.23133e-07	50.3318	cl26094	Acetyltransf_3 superfamily	 - 	 - 
Q#1240 - >lcl|AP007255.1_prot_BAE50044.1_1240 [locus_tag=amb1240] [protein=Predicted thioesterase] [protein_id=BAE50044.1] [location=1320030..1320440] [gbkey=CDS]	non-specific	227783	5	131	9.02559e-24	88.9968	COG5496	COG5496	 - 	cl00509
Q#1240 - >lcl|AP007255.1_prot_BAE50044.1_1240 [locus_tag=amb1240] [protein=Predicted thioesterase] [protein_id=BAE50044.1] [location=1320030..1320440] [gbkey=CDS]	superfamily	321012	5	131	9.02559e-24	88.9968	cl00509	hot_dog superfamily	 - 	 - 
Q#1241 - >lcl|AP007255.1_prot_BAE50045.1_1241 [locus_tag=amb1241] [protein=phenylacetyl CoA] [protein_id=BAE50045.1] [location=1320437..1323205] [gbkey=CDS]	specific	223321	2	890	3.85662e-53	198.87	COG0243	BisC	 - 	cl09928
Q#1241 - >lcl|AP007255.1_prot_BAE50045.1_1241 [locus_tag=amb1241] [protein=phenylacetyl CoA] [protein_id=BAE50045.1] [location=1320437..1323205] [gbkey=CDS]	superfamily	324541	2	890	3.85662e-53	198.87	cl09928	Molybdopterin-Binding superfamily	 - 	 - 
Q#1242 - >lcl|AP007255.1_prot_BAE50046.1_1242 [locus_tag=amb1242] [protein=Fe-S-cluster-containing hydrogenase components 1] [protein_id=BAE50046.1] [location=1323202..1323855] [gbkey=CDS]	specific	223514	1	211	1.26823e-56	178.012	COG0437	HybA	 - 	cl25360
Q#1242 - >lcl|AP007255.1_prot_BAE50046.1_1242 [locus_tag=amb1242] [protein=Fe-S-cluster-containing hydrogenase components 1] [protein_id=BAE50046.1] [location=1323202..1323855] [gbkey=CDS]	superfamily	330181	1	211	1.26823e-56	178.012	cl25360	DMSOR_beta-like superfamily	 - 	 - 
Q#1243 - >lcl|AP007255.1_prot_BAE50047.1_1243 [locus_tag=amb1243] [protein=phenylacetyl CoA] [protein_id=BAE50047.1] [location=1323852..1324778] [gbkey=CDS]	non-specific	225839	35	148	1.37157e-06	48.4734	COG3302	DmsC	C	cl21513
Q#1243 - >lcl|AP007255.1_prot_BAE50047.1_1243 [locus_tag=amb1243] [protein=phenylacetyl CoA] [protein_id=BAE50047.1] [location=1323852..1324778] [gbkey=CDS]	superfamily	328765	35	148	1.37157e-06	48.4734	cl21513	NrfD superfamily	C	 - 
Q#1244 - >lcl|AP007255.1_prot_BAE50048.1_1244 [locus_tag=amb1244] [protein=Acyl-CoA synthetase] [protein_id=BAE50048.1] [location=1324959..1326929] [gbkey=CDS]	specific	223972	164	655	2.40541e-47	176.009	COG1042	ACCS	C	cl26126
Q#1244 - >lcl|AP007255.1_prot_BAE50048.1_1244 [locus_tag=amb1244] [protein=Acyl-CoA synthetase] [protein_id=BAE50048.1] [location=1324959..1326929] [gbkey=CDS]	superfamily	330947	164	655	2.40541e-47	176.009	cl26126	Ligase_CoA superfamily	C	 - 
Q#1245 - >lcl|AP007255.1_prot_BAE50049.1_1245 [locus_tag=amb1245] [protein=Coenzyme F390 synthetase] [protein_id=BAE50049.1] [location=1327061..1328359] [gbkey=CDS]	specific	224458	3	430	0	570.029	COG1541	PaaK	 - 	cl28008
Q#1245 - >lcl|AP007255.1_prot_BAE50049.1_1245 [locus_tag=amb1245] [protein=Coenzyme F390 synthetase] [protein_id=BAE50049.1] [location=1327061..1328359] [gbkey=CDS]	superfamily	332829	3	430	0	570.029	cl28008	PaaK superfamily	 - 	 - 
Q#1246 - >lcl|AP007255.1_prot_BAE50050.1_1246 [locus_tag=amb1246] [protein=Predicted metal-binding protein] [protein_id=BAE50050.1] [location=complement(1328360..1328782)] [gbkey=CDS]	specific	225564	6	123	1.6341e-55	170.327	COG3019	COG3019	 - 	cl23841
Q#1246 - >lcl|AP007255.1_prot_BAE50050.1_1246 [locus_tag=amb1246] [protein=Predicted metal-binding protein] [protein_id=BAE50050.1] [location=complement(1328360..1328782)] [gbkey=CDS]	superfamily	329117	6	123	1.6341e-55	170.327	cl23841	DUF411 superfamily	 - 	 - 
Q#1248 - >lcl|AP007255.1_prot_BAE50052.1_1248 [locus_tag=amb1248] [protein=Putative silver efflux pump] [protein_id=BAE50052.1] [location=complement(1329527..1332628)] [gbkey=CDS]	specific	226220	1	1024	0	938.64	COG3696	CusA	 - 	cl26366
Q#1248 - >lcl|AP007255.1_prot_BAE50052.1_1248 [locus_tag=amb1248] [protein=Putative silver efflux pump] [protein_id=BAE50052.1] [location=complement(1329527..1332628)] [gbkey=CDS]	superfamily	331187	1	1024	0	938.64	cl26366	ACR_tran superfamily	 - 	 - 
Q#1249 - >lcl|AP007255.1_prot_BAE50053.1_1249 [locus_tag=amb1249] [protein=Membrane-fusion protein] [protein_id=BAE50053.1] [location=complement(1332634..1334190)] [gbkey=CDS]	specific	223914	187	516	6.74963e-13	70.1238	COG0845	AcrA	 - 	cl25633
Q#1249 - >lcl|AP007255.1_prot_BAE50053.1_1249 [locus_tag=amb1249] [protein=Membrane-fusion protein] [protein_id=BAE50053.1] [location=complement(1332634..1334190)] [gbkey=CDS]	superfamily	330454	187	516	6.74963e-13	70.1238	cl25633	HlyD superfamily	 - 	 - 
Q#1252 - >lcl|AP007255.1_prot_BAE50056.1_1252 [locus_tag=amb1252] [protein=Signal transduction histidine kinase] [protein_id=BAE50056.1] [location=1335181..1336341] [gbkey=CDS]	non-specific	226702	146	384	2.223e-78	255.823	COG4251	COG4251	N	cl27674
Q#1252 - >lcl|AP007255.1_prot_BAE50056.1_1252 [locus_tag=amb1252] [protein=Signal transduction histidine kinase] [protein_id=BAE50056.1] [location=1335181..1336341] [gbkey=CDS]	superfamily	332495	146	384	2.223e-78	255.823	cl27674	BaeS superfamily	N	 - 
Q#1252 - >lcl|AP007255.1_prot_BAE50056.1_1252 [locus_tag=amb1252] [protein=Signal transduction histidine kinase] [protein_id=BAE50056.1] [location=1335181..1336341] [gbkey=CDS]	specific	225112	25	150	2.89152e-07	51.0032	COG2202	PAS	N	cl25988
